SAMPLE_ID,식품명,지역 / 제조사,채취시기,식품상세분류,1회제공량,내용량_단위,에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총 식이섬유(g),칼슘(㎎),총 아미노산(g),성분표출처,발행기관
N000638-53-05,청각,완도,5월,해조류,100,g,-,-,0.5,-,-,-,-,0.4,수('2018),국립수산과학원
N000638-53-04,청각,완도,4월,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000638-33-05,청각,부산,5월,해조류,100,g,8,92.1,1.4,0.4,1.6,-,37,-,수('2018),국립수산과학원
N000639-ZZ-AVG,청각-소건품,전국(대표),평균,수산가공품,100,g,137,10,13.8,0.8,43,-,0,-,수('2018),국립수산과학원
N000639-85-10,청각-소건품,진도(조도),10월,수산가공품,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000640-24-10,청멸,남해중부-EEZ(97),10월,어류,100,g,200,66.6,17.1,13.6,0.1,-,871,-,수('2018),국립수산과학원
N000640-22-10,청멸,남해중부-EEZ(104),10월,어류,100,g,-,-,16.9,-,-,-,-,14.1,수('2018),국립수산과학원
N000641-ZZ-AVG,청보리멸,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000641-76-06,청보리멸,사천,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000641-70-06,청보리멸,"통영,알래스카산",6월,어류,100,g,-,-,20.5,-,-,-,-,20.4,수('2018),국립수산과학원
N000641-45-AVG,청보리멸,여수,평균,어류,100,g,93,78.1,19.5,1.1,0.001,0,65,-,수('2018),국립수산과학원
N000642-33-11,청상아리,부산,11월,어류,100,g,-,-,20.4,-,-,-,-,18.2,수('2018),국립수산과학원
N000643-ZZ-AVG,청새리상어,전국(대표),평균,어류,100,g,101,77.5,18.5,2.4,0.1,0,15,-,수('2018),국립수산과학원
N000644-ZZ-AVG,청어,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000644-72-06,청어,포항,6월,어류,100,g,-,-,17.8,-,-,-,-,14.8,수('2018),국립수산과학원
N000644-33-05,청어,부산,5월,어류,100,g,213,66.3,16.3,15.1,0.4,-,35,-,수('2018),국립수산과학원
N000645-72-12,청어-근육,포항,12월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000646-33-05,청어-동건품,부산,5월,수산가공품,100,g,349,45.2,25.2,24.5,2.9,-,64,21.1,수('2018),국립수산과학원
N000647-72-12,청어-생식소,포항,12월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000647-72-06,청어-생식소,포항,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000648-ZZ-AVG,청어-알,전국(대표),평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000648-72-06,청어-알,포항,6월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000648-33-05,청어-알,부산,5월,어류,100,g,107,76,19.6,2.4,0.5,-,38,-,수('2018),국립수산과학원
N000649-72-AVG,청자갈치,포항,평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000649-72-05,청자갈치,포항,5월,어류,100,g,71,83.7,13.6,1.4,0.1,-,343,12.9,수('2018),국립수산과학원
N000650-59-09,청줄돔,제주,9월,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000651-78-06,초록입홍합-수입산,서천,6월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000652-63-AVG,초어,진해,평균,어류,100,g,89,79.7,17.1,1.7,0.2,0,66,-,수('2018),국립수산과학원
N000653-68-06,칠면초,태안,6월,기타,100,g,-,-,1.2,-,-,-,-,0.7,수('2018),국립수산과학원
N000654-72-AVG,칠성갈치,포항,평균,어류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000654-72-05,칠성갈치,포항,5월,어류,100,g,92,79.7,16.8,2.2,0.1,-,18,13.6,수('2018),국립수산과학원
N000655-33-06,콩깍지고둥,부산,6월,패류,100,g,100,74.5,19.7,0.5,3,0,77,-,수('2018),국립수산과학원
N000656-ZZ-AVG,크릴,전국(대표),평균,기타,100,g,76,81.9,12.1,2.6,0.2,-,401,-,수('2018),국립수산과학원
N000657-ZZ-AVG,크릴-페이스트,전국(대표),평균,수산가공품,100,g,130,74,16.5,5.5,2,-,180,-,수('2018),국립수산과학원
N000658-ZZ-AVG,큰가리비,전국(대표),평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000658-ZZ-12,큰가리비,전국(대표),12월,패류,100,g,-,-,16.8,-,-,-,-,15.9,수('2018),국립수산과학원
N000658-ZZ-09,큰가리비,전국(대표),9월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000658-43-01,큰가리비,양양,1월,패류,100,g,81,81.2,15.2,1.7,0.2,-,65,-,수('2018),국립수산과학원
N000659-33-05,큰구슬우렁이,부산,5월,패류,100,g,76,79.9,17.4,0.1,0.3,-,46,-,수('2018),국립수산과학원
N000660-63-AVG,큰논우렁이,진해,평균,패류,100,g,71,80.4,9.8,1,4.9,0,1003,-,수('2018),국립수산과학원
N000660-33-12,큰논우렁이,부산,12월,패류,100,g,-,-,11.5,-,-,-,-,11.2,수('2018),국립수산과학원
N000661-ZZ-AVG,키조개,전국(대표),평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000661-45-AVG,키조개,여수,평균,패류,100,g,57,86.5,10.3,1.1,0.8,0,38,-,수('2018),국립수산과학원
N000661-06-12,키조개,고흥(서부),12월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000661-06-10,키조개,고흥(서부),10월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000661-06-09,키조개,고흥(서부),9월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000661-06-07,키조개,고흥(서부),7월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000661-06-05,키조개,고흥(서부),5월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000662-33-05,키조개-전체(육),부산,5월,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000663-ZZ-AVG,키조개-패주,전국(대표),평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000663-33-12,키조개-패주,부산,12월,패류,100,g,-,-,18.2,-,-,-,-,17.7,수('2018),국립수산과학원
N000663-33-05,키조개-패주,부산,5월,패류,100,g,70,81.8,12.4,1.1,1.9,-,32,-,수('2018),국립수산과학원
N000664-72-03,탁자볼락,포항,3월,어류,100,g,85,78.6,19.7,0.1,0.3,-,18,-,수('2018),국립수산과학원
N000665-50-09,털게,영덕,9월,갑각류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000666-ZZ-AVG,털탑고둥,전국(대표),평균,패류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000666-33-05,털탑고둥,부산,5월,패류,100,g,145,67,20.7,3.7,5.5,0,128,-,수('2018),국립수산과학원
N000666-10-07,털탑고둥,기장,7월,패류,100,g,-,-,17,-,-,-,-,16.2,수('2018),국립수산과학원
N000667-33-12,토굴,부산,12월,패류,100,g,82,80.6,10.2,1.8,5.3,0,123,-,수('2018),국립수산과학원
N000668-ZZ-AVG,톱니모자반,전국(대표),평균,해조류,100,g,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
N000668-33-03,톱니모자반,부산,3월,해조류,100,g,-,-,12.9,-,-,-,-,11.9,수('2018),국립수산과학원
N000669-ZZ-AVG,톳,전국(대표),평균,해조류,100,g,16,88.1,1.9,0.4,4,1,157,16.2,수('2018),국립수산과학원
